LIST_NO,LIST_DATE,LEVELS_MF,ADDRESS,NO_BEDROOMS,FURNISHED_RN,HIGH_SCHOOL,LIST_OR_SALE_PRICE,LIST_PRICE,ORIG_PRICE,SQUARE_FEET,NEIGHBORHOOD,OFF_MKT_DATE,OFFER_DATE,RENT_FEE_INCLUDES_RN
73315423,11/24/24,,4-14 Rodgers Ave U:10,2,No,,2750,2750,2750,1140,,1/18/25,1/14/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73315425,11/24/24,,29-31 Pine U:1,2,No,,2600,2600,2600,1050,,12/10/24,12/7/24,"Water, Sewerage Disposal, Extra Storage, Occupancy Only"
73315427,11/24/24,,298 K Street U:2,1,,,2700,2700,2700,650,,12/2/24,12/2/24,"Water, Sewerage Disposal"
73315435,11/24/24,,32 Hayden St U:1,2,No,,2150,2300,2300,1150,,2/15/25,2/15/25,"Water, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage"
73315437,11/24/24,,14 Gorham St U:14,3,,,2725,2850,2850,1209,,12/28/24,12/28/24,"Water, Sewerage Disposal, Refuse Removal"
73315438,11/24/24,,16 Gorham St U:16,5,,,3250,3250,3250,2361,,12/14/24,12/14/24,"Water, Sewerage Disposal, Refuse Removal"
73315445,11/24/24,,90 Sterling St U:F,3,,,3300,3300,3550,1986,,2/18/25,2/5/25,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal"
73315450,11/24/24,,121 M Street U:1,1,No,,2800,2800,2800,636,,12/10/24,12/10/24,"Heat, Hot Water, Gas, Water"
73315462,11/25/24,,19 Church St U:A6,1,No,,1200,1200,1200,433,,12/11/24,12/11/24,"Water, Refuse Removal, Snow Removal, Grounds Maintenance, Occupancy Only, Laundry Facilities"
73315466,11/25/24,,64 Penn St U:0,2,,,2200,2200,2200,800,,12/19/24,12/19/24,"Water, Sewerage Disposal, Parking "
73315478,11/25/24,,64 Beacon  Street U:C-227,2,No,,1980,1980,1980,989,,12/2/24,12/2/24,"Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Clubroom, Laundry Facilities, Parking "
73315487,11/25/24,,244 Main U:301,2,No,Millis High,2950,2950,2950,961,,2/28/25,2/28/25,"Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73315490,11/25/24,,6 Pond Street U:2,2,No,David Prouty,1400,1400,1400,769,,2/26/25,2/26/25,"Refuse Removal, Snow Removal"
73315491,11/25/24,,343 Highland Ave U:1,3,,,2850,2850,2850,1400,,12/14/24,12/11/24,Water
73315494,11/25/24,,77 New U:314,1,No,,3300,3300,3300,733,,12/17/24,12/17/24,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Snow Removal, Recreational Facilities, Grounds Maintenance, Laundry Facilities, Security"
73315501,11/25/24,,1020 Winthrop Ave,3,,,3600,3600,3600,1148,,12/4/24,12/4/24,Occupancy Only
73315503,11/25/24,,19 Elmwood Park U:6,1,,,1950,1950,1900,600,,2/17/25,2/17/25,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Snow Removal"
73315505,11/25/24,,21 Bolton Street U:2,2,,,3000,3000,3000,950,,12/18/24,12/18/24,"Water, Sewerage Disposal, Extra Storage"
73315515,11/25/24,,107 Summer St,3,,,4000,4000,4000,1800,,12/29/24,12/29/24,"Sewerage Disposal, Refuse Removal, Air Conditioning, Laundry Facilities"
73315528,11/25/24,,2667 Cranberry Hwy U:7,1,,,1500,1550,1550,600,,12/3/24,12/3/24,"Heat, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Swimming Pool, Parking "
73315531,11/25/24,,132 North U:Two,2,,,2500,2500,2700,1400,,1/7/25,1/7/25,"Water, Sewerage Disposal"
73315537,11/25/24,,24 Arlington Road U:R,1,No,,1800,1800,1800,900,,12/9/24,12/9/24,Occupancy Only
73315538,11/25/24,,61 wait st U:2,4,,,6100,6100,6100,9999,,12/5/24,12/5/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73315548,11/25/24,,503 East Broadway U:1,2,,,3500,3500,3500,930,,11/28/24,11/28/24,"Hot Water, Water, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Parking "
73315564,11/25/24,,784 Truman Park Highway U:2,3,,,3100,3100,3100,1250,,1/10/25,1/10/25,"Snow Removal, Grounds Maintenance, Parking "
73315570,11/25/24,,128 Parsons St U:128,3,No,,4500,4500,4500,1224,,2/10/25,2/10/25,"Garden Area, Playground, Parking "
73315572,11/25/24,,261-265 Dutton Street U:4,1,Partial,,2200,2200,2200,860,,1/26/25,1/11/25,"Water, Refuse Removal, Snow Removal, Extra Storage"
73315576,11/25/24,,1633 Main St U:1633,3,,,4750,4750,4750,2431,,12/6/24,11/26/24,"Refuse Removal, Snow Removal, Grounds Maintenance"
73315580,11/25/24,,15 Caesar Jones Way,3,,BHS,4600,4700,4700,2456,,12/29/24,12/29/24,"Water, Sewerage Disposal, Refuse Removal, Grounds Maintenance"
73315581,11/25/24,,111 Lumae Street U:1,4,,,2700,2800,2800,1560,,1/8/25,12/26/24,Water
73315582,11/25/24,,430 Wilder Street U:19,1,,,2000,2000,2000,850,,12/19/24,12/19/24,"Heat, Hot Water"
73315583,11/25/24,,205 D Street U:1,2,,,2850,2850,2950,850,,12/19/24,12/19/24,Water
73315592,11/25/24,,22 Phillips St. U:1,2,No,,2600,2600,2600,1010,,12/18/24,12/18/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73315598,11/25/24,,48 Manthorne Rd U:1,3,No,,3900,3900,3900,1067,,12/6/24,12/6/24,"Water, Sewerage Disposal"
73315604,11/25/24,,24 Norman St U:203,1,No,Salem High,1750,1750,1750,540,,1/15/25,1/15/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73315606,11/25/24,,20 Webster U:212,2,No,,5000,5000,4800,950,,1/27/25,1/27/25,"Water, Snow Removal, Recreational Facilities, Grounds Maintenance, Swimming Pool, Extra Storage, Garden Area, Security"
73315607,11/25/24,,177 Taylor St,3,Yes,,2500,2500,2500,2300,,12/20/24,12/20/24,"Water, Refuse Removal, Occupancy Only, Furnishings (See Remarks), Air Conditioning, Laundry Facilities, Parking "
73315619,11/25/24,,211 Chestnut Street U:3R,1,No,,1400,1400,1400,450,,12/27/24,12/27/24,Hot Water
73315624,11/25/24,,10 Weston Ave U:216,2,No,,2200,2200,2200,939,,12/27/24,12/27/24,"Water, Sewerage Disposal, Occupancy Only, Parking "
73315625,11/25/24,,40 W Eagle St U:1,2,,,2600,2600,2600,976,,1/2/25,1/2/25,"Water, Sewerage Disposal, Snow Removal"
73315631,11/25/24,,64 Dexter Ave U:1,2,,,1950,1950,1950,1520,,12/10/24,12/10/24,Water
73315632,11/25/24,,59 Clarendon U:6,1,No,,1750,1750,1750,878,,1/5/25,12/8/24,"Water, Sewerage Disposal"
73315638,11/25/24,,10 Cushman St U:3,2,No,North,2800,2800,2800,1500,,12/4/24,12/4/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73315647,11/25/24,,10 Randy Rd,4,,,3650,3600,3600,1800,,12/11/24,12/11/24,Refuse Removal
73315651,11/25/24,,7 Kenneth St U:2,2,No,,2550,2550,2550,1200,,12/24/24,12/24/24,"Water, Sewerage Disposal, Refuse Removal, Grounds Maintenance, Occupancy Only, Laundry Facilities"
73315654,11/25/24,,50 Grove St U:1,2,No,,1850,1850,1850,710,,12/10/24,12/10/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73315667,11/26/24,,17 Harvard Ave U:3,2,,,2650,2650,2650,900,,12/19/24,12/19/24,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73315671,11/26/24,,101 Day Street U:1,2,No,,2800,2800,2950,670,,1/19/25,1/19/25,"Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Garden Area, Laundry Facilities"
73315672,11/26/24,,101 Day Street U:2,2,No,,2700,2650,2850,592,,1/22/25,1/22/25,"Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Garden Area, Laundry Facilities"
73315676,11/26/24,,84 Acorn St,3,No,DHS,3500,3500,3500,1680,,12/3/24,12/3/24,Water
73315686,11/25/24,,15 Victory road U:41,1,,,2200,2200,2250,600,,1/16/25,1/16/25,"Heat, Hot Water, Water, Refuse Removal, Snow Removal, Parking "
73315689,11/26/24,,103 Fort St U:1,2,No,FHS,2300,2300,2300,921,,12/8/24,12/8/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73315693,11/26/24,,71 Sawyer Ave U:1,2,,,3300,3300,3200,1055,,12/15/24,12/15/24,"Water, Sewerage Disposal, Grounds Maintenance, Extra Storage, Parking "
73315694,11/26/24,,890 Franklin St. U:2,4,No,Melrose High,3625,3800,3800,1802,,2/1/25,2/1/25,"Water, Sewerage Disposal, Refuse Removal, Grounds Maintenance, Occupancy Only, Parking "
73315695,11/26/24,,5 Page Ave,2,No,,2700,2700,2700,1097,,12/12/24,12/10/24,"Water, Sewerage Disposal, Parking "
73315696,11/26/24,,33 Hermon St U:L306,1,,,1775,1775,1775,0,,11/26/24,11/26/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Laundry Facilities, Parking , Security"
73315697,11/26/24,,28 Water Street U:209,1,No,,1830,1830,1830,416,,11/26/24,11/26/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Internet"
73315700,11/26/24,,32 River St,3,No,,3800,3800,4200,1920,,1/15/25,1/15/25,"Water, Sewerage Disposal, Grounds Maintenance, Garden Area, Parking "
73315706,11/26/24,,74 Pecker St U:104,1,,,1500,1500,1500,750,,12/30/24,12/30/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73315708,11/26/24,,1070-1076 Washington Street U:3,1,No,,1650,1650,1650,650,,1/2/25,1/2/25,"Water, Sewerage Disposal"
73315713,11/26/24,,87 Atwood Ave U:2,1,,Newton North,2500,2500,2500,800,,1/22/25,1/22/25,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Laundry Facilities, Parking , Internet"
73315717,11/26/24,,33 Rogers St. U:T31,2,No,,5500,5500,5500,1324,,1/8/25,1/8/25,"Snow Removal, Recreational Facilities"
73315763,11/26/24,,44 Stetson Pl U:0,3,,,4000,4000,4000,1885,,11/27/24,11/27/24,Hot Water
73315770,11/26/24,,43 Middle Road U:-,3,Yes,Ipswich,2800,2800,2800,2736,,12/8/24,12/8/24,"Water, Furnishings (See Remarks), Laundry Facilities"
73315773,11/26/24,,7 Puritan road U:1,3,No,,3090,3990,4450,1500,,2/20/25,2/20/25,"Hot Water, Snow Removal"
73315780,11/26/24,,280 Chocolog Road U:UpperLevel,3,Yes,Uxbridge High S,2800,2800,2800,1150,,2/4/25,2/4/25,"Water, Refuse Removal, Snow Removal, Grounds Maintenance, Swimming Pool, Extra Storage, Cable TV, Furnishings (See Remarks), Air Conditioning, Laundry Facilities, Parking , Internet"
73315793,11/26/24,,10 Pleasant St U:115,1,,,1850,1850,1900,720,,1/16/25,1/16/25,"Water, Sewerage Disposal, Laundry Facilities, Parking "
73315796,11/26/24,,55 Rockwood Road U:Rear#2,1,,,2000,2200,2450,400,,1/18/25,1/18/25,"Heat, Hot Water, Electric, Water, Air Conditioning"
73315798,11/18/24,,39 Glenville Ave. U:71B,2,Yes,,3500,3500,3500,650,,12/9/24,12/9/24,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Cable TV, Furnishings (See Remarks), Air Conditioning, Laundry Facilities, Internet"
73315804,11/26/24,,114-116 Varnum St U:116,2,,Arlington,3200,3200,3300,1260,,1/7/25,1/7/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73315813,11/26/24,,1 Franklin Street U:2803,3,,,11000,11750,11750,1745,,2/26/25,2/16/25,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Swimming Pool, Air Conditioning, Clubroom, Parking , Security, Valet Parking"
73315816,11/26/24,,135 Beach Rd U:109,2,No,,2300,2300,2300,922,,12/27/24,12/27/24,"Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance"
73315818,11/25/24,,22 Winter U:2,2,No,,3200,2995,3300,925,,2/20/25,2/20/25,"Water, Sewerage Disposal, Refuse Removal"
73315819,11/26/24,,157 Franklin Street U:B2,1,No,,1900,1900,1900,613,,12/20/24,12/20/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Air Conditioning, Laundry Facilities, Parking "
73315821,11/26/24,,376 W Broadway U:7,3,,,4700,4700,4700,1723,,1/3/25,12/27/24,"Water, Sewerage Disposal"
73315836,11/26/24,,17 Chestnut U:2,2,No,,4300,4600,4800,1250,,1/27/25,1/27/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Cable TV, Security, Internet"
73315837,11/26/24,,8 Everett Ave U:1A,2,No,,1875,1875,1850,800,,1/1/25,1/1/25,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73315845,11/26/24,,47 Jamaica St U:1,1,,,2250,2250,2250,800,,12/8/24,12/8/24,"Water, Sewerage Disposal"
73315856,11/26/24,,2 Sutherland St. U:3,1,,,1500,1500,1500,650,,1/28/25,1/28/25,Water
73315858,11/26/24,,654 Metropolitan Ave U:2,2,No,,2400,2400,2400,925,,12/31/24,12/31/24,"Water, Sewerage Disposal, Refuse Removal, Laundry Facilities, Parking "
73315863,11/26/24,,10 Harold St U:1,3,No,NA High School,2800,2800,2800,1300,,1/19/25,1/19/25,"Water, Snow Removal"
73315864,11/26/24,,80 Edenfield Ave U:2,2,,,2400,2400,2400,1200,,1/8/25,1/8/25,"Water, Sewerage Disposal, Refuse Removal, Grounds Maintenance, Parking "
73315873,11/26/24,,43 Wellington St U:2,2,No,,1750,1750,1750,1100,,1/18/25,1/18/25,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Refuse Removal"
73315880,11/26/24,,17 Hammond Pond Pkwy U:3,2,No,,2500,2500,2700,910,,2/21/25,2/21/25,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73315882,11/26/24,,2 Roslyn Street Court U:2,2,No,,2150,2150,2300,916,,1/1/25,12/27/24,"Water, Sewerage Disposal"
73315887,11/26/24,,2 Oak Street U:3,1,,,1800,1600,1600,775,,12/10/24,12/9/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Parking "
73315891,11/26/24,,3 Jordan Rd U:A,0,Yes,,1500,1500,1500,456,,12/4/24,12/4/24,"Water, Sewerage Disposal, Parking "
73315897,11/27/24,,28 Chestnut St U:109,2,,,2500,2500,2400,1200,,12/25/24,12/11/24,"Occupancy Only, Parking "
73315905,11/27/24,,126 Cedar St U:1 B,2,No,John D O'Bryant,2600,2800,2800,900,,11/30/24,11/30/24,"Water, Sewerage Disposal, Snow Removal, Garden Area, Laundry Facilities"
73315907,11/27/24,,18 Player Cir,3,No,,3500,3500,3500,1663,,1/20/25,1/20/25,"Water, Laundry Facilities, Parking "
73315910,11/27/24,,272 Bedford St U:D-1,1,,,1725,1725,1725,625,,12/20/24,12/11/24,"Hot Water, Water, Sewerage Disposal, Snow Removal, Grounds Maintenance"
73315913,11/27/24,,484 Pond Street U:1,2,,,2300,2350,2495,725,,12/20/24,12/20/24,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance"
73315919,11/27/24,,400 Dorchester Street (NF) U:503,1,No,,3000,3000,3100,670,,12/26/24,12/26/24,"Water, Sewerage Disposal, Refuse Removal"
73315920,11/27/24,,3 Arlington Street U:46,2,,,3000,3000,3000,868,,12/13/24,12/13/24,"Heat, Hot Water, Occupancy Only"
73315925,11/27/24,,10-12 Harrison St U:2,3,,,3200,3200,3100,1000,,1/14/25,1/14/25,Water
73315928,11/27/24,,27 Edgewood Avenue,3,,,3500,3500,3500,1514,,12/10/24,12/10/24,Occupancy Only
73315946,11/27/24,,1085 Hancock U:1,1,,,1700,1700,1700,0,,1/6/25,1/6/25,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73315950,11/27/24,,72 N. Margin U:4,1,No,,2600,2600,2600,500,,12/17/24,12/17/24,"Water, Sewerage Disposal"
73315968,11/27/24,,56 Central St U:B,2,No,Peabody,2400,2400,2400,800,,2/2/25,2/2/25,"Sewerage Disposal, Laundry Facilities"
73315978,11/27/24,,6 April Lane U:33,2,No,Lexington H. S.,3200,3200,3150,1177,,1/18/25,1/18/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Laundry Facilities, Parking "
73315985,11/27/24,,54 1st St U:1,2,,,2600,2600,2600,1100,,1/28/25,1/28/25,Water
73315987,11/27/24,,8 Kenmar U:61,1,,,1800,1800,1800,600,,1/9/25,1/9/25,"Heat, Hot Water, Gas, Water, Sewerage Disposal"
73315996,11/27/24,,3 Allen Rd,4,No,,4000,3975,3975,2030,,12/18/24,12/18/24,Water
73316020,11/27/24,,108 EASTERN AVE U:APT 1,3,No,,2200,2200,2200,1200,,1/12/25,1/12/25,Water
73316028,11/27/24,,25 Sachem St.,4,,,5200,5500,5500,3573,,12/3/24,12/3/24,"Refuse Removal, Furnishings (See Remarks)"
73316030,11/27/24,,100 Boatswains U:306,2,,,2800,2800,2800,1023,,12/29/24,12/11/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Tennis Court, Laundry Facilities, Parking "
73316039,11/27/24,,4 Central Sq. U:8 1/2,1,,,1500,1500,1500,391,,12/31/24,12/31/24,"Water, Grounds Maintenance"
73316051,11/27/24,,18 Pond Farm Road U:18,3,No,Dedham,4200,4200,4200,2138,,12/18/24,12/16/24,"Water, Sewerage Disposal"
73316054,5/29/24,,197-199 N St U:1,3,,,5000,5300,5300,1471,,7/8/24,7/8/24,"Water, Sewerage Disposal"
73316055,6/29/24,,8 Oakhurst ST U:5,3,,,3234,3500,3500,1069,,9/25/24,9/25/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73316059,11/28/24,,36 STURGIS ST U:2,3,,,3500,3500,3500,1200,,2/27/25,2/27/25,"Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Occupancy Only, Laundry Facilities"
73316075,11/28/24,,5 Plum St U:2,3,No,,1750,1750,1750,1103,,1/1/25,1/1/25,Water
73316078,11/28/24,,23 Endicott Ave U:1F,1,,,1895,1895,2555,999,,1/20/25,1/20/25,Occupancy Only
73316081,11/28/24,,23 Fairview Road U:23,3,,Lottery,3500,3500,3700,1288,,12/17/24,12/17/24,"Water, Snow Removal, Grounds Maintenance, Parking "
73316083,11/28/24,,43 Berkeley St. U:1,2,,,2600,2600,2700,1100,,12/11/24,12/11/24,Refuse Removal
73316085,11/28/24,,314 Massachusetts Ave U:1,1,No,,1450,1500,1350,800,,12/3/24,12/3/24,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Snow Removal, Parking , Internet"
73316099,11/28/24,,270 5th Street U:2 NO,2,,,1200,1150,1150,750,,1/21/25,1/21/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73316111,11/29/24,,127 pleasant street U:1,2,No,,3000,3000,3100,985,,12/16/24,12/16/24,"Sewerage Disposal, Refuse Removal, Grounds Maintenance"
73316116,11/29/24,,27 W Wyoming Avenue U:1,2,,,2400,2400,2400,1000,,12/9/24,12/9/24,"Water, Sewerage Disposal"
73316117,11/29/24,,27 W Wyoming Avenue U:3,2,,,2400,2400,2400,1000,,2/1/25,2/1/25,"Water, Sewerage Disposal"
73316118,11/29/24,,5 Frankfort St U:3,0,No,,1000,1000,1000,500,,12/8/24,12/8/24,"Water, Sewerage Disposal, Occupancy Only, Parking "
73316126,11/29/24,,33 Northwoods Circle U:33,2,No,Woburn Memorial,2995,2995,3295,1500,,12/31/24,12/29/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Playground"
73316128,11/29/24,,96 Morgan Dr U:96,2,No,,2500,2500,2500,1304,,12/23/24,12/19/24,Parking 
73316133,11/29/24,,34 Crescent St U:3,4,,,3900,3800,3950,1300,,2/5/25,2/5/25,"Water, Sewerage Disposal, Grounds Maintenance, Laundry Facilities, Parking "
73316136,11/29/24,,20 Worcester Square U:3,1,No,,3000,3000,3000,950,,12/16/24,12/9/24,"Heat, Hot Water, Water"
73316144,11/29/24,,38 Lake Drive U:1,2,No,,2500,2500,2500,2006,,1/15/25,12/21/24,"Sewerage Disposal, Snow Removal"
73316147,11/27/24,,14 Concord Avenue U:316,1,,,2500,2500,2500,626,,12/17/24,12/17/24,"Snow Removal, Grounds Maintenance"
73316152,11/29/24,,1 Walker Rd U:3,1,No,,1990,1990,1990,652,,12/24/24,12/24/24,"Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Tennis Court, Swimming Pool, Extra Storage, Playground, Air Conditioning, Laundry Facilities, Parking "
73316157,11/29/24,,11 Tewksbury St.,4,No,,3850,3650,4200,1927,,1/8/25,1/8/25,"Water, Refuse Removal"
73316160,11/29/24,,11 Boston Street U:2,2,No,Lawrence,2800,2800,2800,1043,,12/19/24,12/19/24,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73316171,11/29/24,,20 Denton Terrace U:2,2,,,2400,2500,2800,805,,1/18/25,1/18/25,Water
73316177,11/29/24,,25 Bentley Cir U:25,2,No,,2500,2500,2500,1158,,12/10/24,12/10/24,"Water, Sewerage Disposal, Occupancy Only"
73316181,11/29/24,,101 Mulberry St U:518,2,No,,1700,1700,1700,840,,2/9/25,2/9/25,"Water, Laundry Facilities, Parking "
73316185,12/2/24,,6 St Martin St U:2,2,No,,3000,3000,3200,992,,1/24/25,1/24/25,"Water, Sewerage Disposal"
73316186,11/29/24,,10 William U:3,1,Yes,,1650,1650,1650,600,,12/14/24,12/14/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Garden Area"
73316190,11/29/24,,73 Main Street U:7,1,,,3100,3100,3100,590,,2/24/25,2/24/25,"Water, Sewerage Disposal"
73316201,11/29/24,,47 Mystic St U:1E,2,No,Arlington High,2400,2400,2700,959,,1/23/25,1/23/25,"Water, Refuse Removal, Snow Removal, Grounds Maintenance"
73316202,11/29/24,,15 Orne U:C,2,,,1850,1850,1950,875,,3/4/25,3/4/25,"Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Extra Storage, Parking "
73316207,11/19/24,,12-14 Griswold U:2,2,No,,2700,2925,3200,9999,,1/28/25,1/28/25,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Refuse Removal, Other (See Remarks)"
73316210,11/29/24,,18 Grove St U:18,3,,,2800,2800,2800,1248,,12/26/24,12/26/24,Other (See Remarks)
73316219,11/30/24,,26 High St U:B,2,,,1850,1850,1900,700,,12/25/24,12/25/24,"Water, Sewerage Disposal, Laundry Facilities, Parking "
73316221,11/30/24,,21-23 Spaulding Street U:A,1,No,,2300,2300,2300,1000,,12/6/24,12/6/24,"Water, Sewerage Disposal"
73316225,11/30/24,,48 Turnpike U:48,3,,,2750,2750,2750,1050,,12/2/24,12/2/24,"Water, Sewerage Disposal"
73316234,11/30/24,,39 Columbus Rd U:39,2,,,2700,2700,2700,1800,,1/1/25,1/1/25,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Refuse Removal, Paddle Tennis"
73316239,11/30/24,,236 North St U:1,1,No,,1800,1800,2350,800,,1/21/25,1/21/25,"Water, Refuse Removal, Snow Removal, Grounds Maintenance, Cable TV, Laundry Facilities, Parking "
73316242,11/30/24,,1041 Dorchester Ave U:2,3,,,3200,3200,3200,1200,,1/20/25,1/20/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73316243,11/30/24,,340 Sunderland U:13A,2,No,,1900,1950,1950,992,,12/18/24,12/18/24,"Hot Water, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Tennis Court, Swimming Pool, Occupancy Only, Laundry Facilities, Parking "
73316248,11/30/24,,119 Webster St U:1,1,No,,2500,2500,2525,690,,12/9/24,12/9/24,"Water, Sewerage Disposal"
73316249,11/30/24,,119 Webster St U:2,1,,,2500,2600,2625,734,,12/29/24,12/29/24,"Water, Sewerage Disposal"
73316251,11/30/24,,53 w Plain St U:A,1,No,,2200,2200,2200,600,,12/5/24,12/5/24,Water
73316256,11/30/24,,147 Milk St U:19,2,,,1900,1900,1900,983,,12/9/24,12/9/24,"Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Tennis Court, Swimming Pool, Extra Storage, Laundry Facilities, Parking "
73316260,11/30/24,,149 Wood St U:1,2,No,NBHS or VTec,1800,1800,1800,1025,,12/30/24,12/30/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Laundry Facilities"
73316262,11/29/24,,2 Newcroft Cir U:1,3,No,,3000,3000,3000,984,,1/27/25,1/27/25,Water
73316267,11/30/24,,34 St. Joseph Street U:12,2,No,,1995,1995,1995,700,,2/25/25,2/25/25,"Hot Water, Refuse Removal, Snow Removal, Grounds Maintenance, Clubroom"
73316275,11/30/24,,6 John Dee Road,1,No,,2200,2200,2200,861,,12/24/24,12/24/24,Water
73316276,11/30/24,,60 Cliff Ave U:#2,1,No,,2300,2300,2300,1100,,12/29/24,12/29/24,"Water, Sewerage Disposal, Refuse Removal, Laundry Facilities"
73316284,11/30/24,,33 Maple Street U:1,2,,,2100,2100,2100,950,,12/12/24,12/12/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73316292,11/30/24,,10 Nouvelle Way U:S1005,3,,NHS,5100,5400,5800,1700,,2/22/25,2/22/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Garden Area, Clubroom, Parking "
73316294,11/30/24,,16 Hampson St U:1,1,,,1200,1250,1250,700,,12/4/24,12/4/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73316302,12/1/24,,12 Pond Ln U:10,2,,,2380,2380,2380,884,,2/15/25,2/15/25,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73316305,12/1/24,,17 Davis Road U:A16,2,No,AB Regional,2000,2100,2100,805,,1/6/25,1/5/25,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Tennis Court, Swimming Pool, Playground, Laundry Facilities"
73316310,12/1/24,,16 Princeton St U:16,3,,,4500,4500,4500,2318,,12/1/24,12/1/24,Parking 
73316311,12/1/24,,27 Saxton U:R,1,,,2550,2550,2550,562,,12/6/24,12/6/24,"Water, Sewerage Disposal, Refuse Removal"
73316314,12/1/24,,90 Wenham St. U:3,2,No,HILLS!,2500,2500,2500,1050,,1/13/25,1/13/25,"Water, Sewerage Disposal, Grounds Maintenance"
73316322,12/1/24,,324 High Street U:3,3,No,,3350,3400,3400,1371,,1/11/25,1/5/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
